"date"	"station"	"addr"	"price gal"	"gallons (+adj)"	"miles (+adjs)"	"mileage"	"fee"	"notes"		"miles real"	"miles listed"	"miles per gal"	"dol per mile"	"days per gallon"	"gal per day"	"dol per day"	"spent"	"total spent"
07/28/2003	"haddad ent inc"	"pasadena"	1.699	14.208	440			"to la, cc, some ac"			114318.6	30.9684684684685	0.0548622545454545	0.136817622109728	7.309	12.417991	24.139392	2559.625702
07/29/2003	"shell"	"29541 stockdale, bakersfield ca"	2.039	12.341	403					122614	114721.6	32.6553763876509	0.0624399478908189	0.0703828828828829	14.208	28.970112	25.163299	2584.789001
08/13/2003	"chevron"	"1000 harrison st, sf"	2.179	13.378	450					126838	115171.6	33.6373149947675	0.0647792488888889	1.21546065958998	0.822733333333333	1.79273593333333	29.150662	2613.939663
08/19/2003	"arco"	"6407 telegraph"	2.099	15.276	410		0.35			123841	115581.6	26.8394867766431	0.0782056682926829	0.448497533263567	2.22966666666667	4.68007033333333	32.064324	2646.003987
08/23/2003	"beacon"	"4507 howard rd, westley ca"	2.199	12.819	419			"mostly pdi trips, paid by stef"			116000.6	32.6858569311179	0.0672768042959427	0.261848651479445	3.819	8.397981	28.188981	2674.192968
08/24/2003	"arco"	"3704 cahuenga blvd, n hollywood"	2.059	12.939	363					124636	116363.6	28.0547182935312	0.0733922892561984	0.0780092050862002	12.819	26.394321	26.641401	2700.834369
08/24/2003	"shell"	"1800 ½ powell"	2.189	13.451	419		3	"the fee is for carwash. ls->sf, drew,kelsi, stef with some AC"		125059	116782.6	31.1501003642852	0.070272646778043	0	"Err:503"	"Err:503"	29.444239	2730.278608
08/28/2003	"shell"	"1800 ½ powell"	2.189	14.474	454					125513	117236.6	31.3665883653448	0.0697876343612335	0.297375659802245	3.36275	7.36105975	31.683586	2761.962194
09/04/2003	"arco"	"1700 middlefield rd, redwood city"	2.039	15.11	444		0.35	"pdi cinesaver frys"		125957	117680.6	29.3845135671741	0.0693902927927928	0.48362581180047	2.06771428571429	4.21606942857143	30.80929	2792.771484
09/09/2003	"shell"	"1800 ½ powell"	2.189	14.031	430					126387	118110.6	30.6464257715059	0.0714275790697674	0.330906684315023	3.022	6.615158	30.713859	2823.485343
09/18/2003	"shell"	"1800 ½ powell"	2.059	13.614	406					127245	118516.6	29.8222418099016	0.0690424285714286	0.64143681847338	1.559	3.209981	28.031226	2851.516569
09/24/2003	"broadway auto bp"	"1101 broadway, redwood city"	1.959	14.535	448					127694	118964.6	30.8221534227726	0.0635581808035714	0.440722785368004	2.269	4.444971	28.474065	2879.990634
10/02/2003	"valero"	"503 whipple ave redwood city"	1.939	14.951	446					128140	119410.6	29.830780549796	0.0649999753363229	0.550395596835225	1.816875	3.522920625	28.989989	2908.980623
10/08/2003	"chevron"	"2920 castro vll blvd, castro valley"	1.879	14.544	420					128560	119830.6	28.8778877887789	0.0650670857142857	0.401310949100395	2.49183333333333	4.68215483333333	27.328176	2936.308799
10/15/2003	"shell"	"1800 ½ powell"	1.899	15.325	475					129036	120305.6	30.9951060358891	0.0612677368421053	0.481298129812981	2.07771428571429	3.94557942857143	29.102175	2965.410974
10/22/2003	"shell"	"1800 ½ powell"	1.839	15.879	510					129547	120815.6	32.1178915548838	0.0572578058823529	0.456769983686786	2.18928571428571	4.02609642857143	29.201481	2994.612455
10/31/2003	"shell"	"1800 ½ powell"	1.759	15.754	498					130045	121313.6	31.6110194236384	0.0556451526104418	0.566786321556773	1.76433333333333	3.10346233333333	27.711286	3022.323741
11/10/2003	"shell"	"1800 ½ powell"	1.739	15.881	504					130549	121817.6	31.7360367735029	0.054795751984127	0.634759426177479	1.5754	2.7396206	27.617059	3049.9408
11/16/2003	"arco"	"6407 telegraph"	1.659	15.164	462		0.35			131012	122279.6	30.4668952782907	0.0544525454545455	0.377809961589321	2.64683333333333	4.3910965	25.157076	3075.097876
11/25/2003	"shell"	"1800 ½ powell"	1.699	15.6112	495					131507	122774.6	31.7080045095829	0.0535826844444444	0.593510946979689	1.68488888888889	2.86262622222222	26.5234288	3101.6213048
12/05/2003	"broadway auto bp"	"1101 broadway, redwood city"	1.699	14.509	468					131976	123242.6	32.2558412020125	0.0526726303418803	0.640565747668341	1.56112	2.65234288	24.650791	3126.2720958
12/12/2003	"arco"	"6407 telegraph"	1.579	14.837	475		0.35			132451	123717.6	32.0145581990969	0.0493213115789474	0.482459163277965	2.07271428571429	3.27281585714286	23.427623	3149.6997188
12/20/2003	"broadway auto bp"	"1101 broadway, redwood city"	1.659	15.051	432					132884	124149.6	28.7024117998804	0.0578000208333333	0.539192559142684	1.854625	3.076822875	24.969609	3174.6693278
12/29/2003	76	"3200 lakeshore"	1.699	13.612	426					133310	124575.6	31.2959153687922	0.054288234741784	0.597966912497508	1.67233333333333	2.84129433333333	23.126788	3197.7961158
01/12/2004	"arco"	"3400 san pablo ave oakland"	1.619	10.153	427		0.35			133738	125002.6	42.0565350142815	0.0384958009367682	1.02850426094622	0.972285714285714	1.57413057142857	16.437707	3214.2338228
01/21/2004	"broadway auto bp"	"1101 broadway, redwood city"	1.699	15.136	476					134215	125478.6	31.4482029598309	0.0540253445378151	0.886437506155816	1.12811111111111	1.91666077777778	25.716064	3239.9498868
01/28/2004	"shell"	"1800 ½ powell"	1.839	14.355	446					134662	125924.6	31.0693138279345	0.059190235426009	0.462473572938689	2.16228571428571	3.97644342857143	26.398845	3266.3487318
02/03/2004	"broadway auto bp"	"1101 broadway, redwood city"	1.799	15.109	451					135113	126375.6	29.8497584221325	0.0602684944567628	0.417972831765935	2.3925	4.3041075	27.181091	3293.5298228
02/09/2004	"broadway auto bp"	"1101 broadway, redwood city"	1.859	14.038	442					135556	126817.6	31.4859666619177	0.0590421764705882	0.39711430273347	2.51816666666667	4.68127183333333	26.096642	3319.6264648
02/16/2004	"costco"	"richmond"	1.759	15.234	472			"odo ones may be wrong"		136029	127289.6	30.9833267690692	0.056772470338983	0.49864653084485	2.00542857142857	3.52754885714286	26.796606	3346.4230708
02/27/2004	"arco"	"6407 telegraph"	1.999	14.59	464		0.35	"day of month may be wrong"		136494	127753.6	31.8026045236463	0.0628564870689655	0.722069056058816	1.38490909090909	2.76843327272727	29.16541	3375.5884808
02/28/2004	"valero"	"1894 university"	2.199	14.565	440					136934	128193.6	30.209406110539	0.0727918977272727	0.0685400959561343	14.59	32.08341	32.028435	3407.6169158
03/05/2004	"shell"	"1800 ½ powell"	2.199	14.522	455					137389	128648.6	31.331772483129	0.0701843472527472	0.411946446961895	2.4275	5.3380725	31.933878	3439.5507938
03/19/2004	"shell"	"610 market st, oakland"	2.299	13.763	441					137831	129089.6	32.0424326091695	0.0717486099773243	0.964054537942432	1.03728571428571	2.38471985714286	31.641137	3471.1919308
